～おき,～置き,隔，每隔
たっせい,達成,达成，成就，完成
だっせん,脱線,（火车，电车）出轨，脱轨；（言论）离开本题；（行动）脱离常轨
たった,唯,只，仅，刚，仅仅
だったい,脱退,脱离，退出
だったら,,如果
だって,,（在会话中表达与对方的说法相反的心情或辩解）话虽如此；说明前项的理由
たっぷり,,足够，充分，多；宽绰，绰绰有余
たて,盾,盾，盾牌，挡箭牌，后盾
たて,縦,纵，竖，长，宽；经线
たてかえる,立て替える,垫付，代付
たてかえる,立替える,垫付
たてまえ,建前,建成房架，上梁；主义，方针，原则话，主张，原则
たてまつる,奉る,奉，献上，恭维，捧
たてもの,建物,房屋，建筑，建筑物
たてる,建てる,盖，建造，创立，树立；创立，建立
たてる,立てる,立，竖，冒，扬起，立起；排，遣；扎；放，安置；冒；掀起，生；响起；明确提出；用；保全，维持；尊敬；坚持；订立，制定，起草；标榜，树立；给；接动词连用形加强语气
だとう,妥当,妥当，妥善
たどうし,他動詞,他动词，及物动词
たとえ,仮令,即使，纵使，哪怕，纵然
たとえ,例え,譬喻，比喻，比方，例子
たとえ,縦令,即使，纵使，哪怕
たとえ,,纵使，纵然，即使，哪怕
たとえ～ても,,即使
たとえば,例えば,譬如，比如，例如
たとえる,例える,比喻，比方
たどたどしい,,（步伐）不稳，（动作）不敏捷，（说话）不顺畅，蹒跚的，踉跄的（步子），支支吾吾的，结结巴巴的（说法）
たどりつく,辿り着く,好容易走到，挣扎走到
たどる,辿る,沿路前进，边走边找；走难行的路；追寻，追溯
たな,棚,（放东西的）搁板；（葡萄，藤萝的）棚，架，架子
たなかさんににほんごをならう,田中さんに日本語を習う,跟田中学日语
たなばた,七夕,织女星；七夕，乞巧节（日本古时五个节日之一）；织布机
たなばたにまつわる,七夕にまつわる,与七夕相关的
たに,谷,谷，山谷，山沟，波谷，山涧，溪谷
たにん,他人,别人，他人；（没有血统关系的）外人，陌生人；（没关系的）局外者
たね,種,种子，子儿，瓜籽；（果实的）核，果核；（新闻的）材料，（谈话的）话题；原因
たねあかし,種明かし,揭穿秘密，说出内幕，泄露老底
たのしい,楽しい,快乐的，愉快的，高兴的
たのしみ,楽しみ,乐，愉快，乐趣，消遣；希望，期望；安慰，兴趣
たのしみにしている,楽しみにしている,盼望，期盼
たのしむ,楽しむ,乐，快乐，享受，欣赏，享乐；期待，盼望
たのみ,頼み,请求，恳求；信赖，依靠
たのむ,頼む,请求，恳求，请，雇；托，委托，托付；仗，靠
たのもしい,頼もしい,可靠的，靠得住的；有出息的，有望
たば,束,把，捆，束
たばこ,tabaco,（葡）（tabacco）烟草；香烟，烟叶
たばこをすう,タバコを吸う,吸烟
たばねる,束ねる,包，捆，扎，束（发）
たび,度,次，回，度，次数，回数
たび,旅,旅行，旅游，远出
たび,足袋,日本式短布袜，日本式的布袜子
たびがすぎる,度が過ぎる,过度
たびたび,度々,（度度）屡次，再三，好几次，几次
ダビンチ,da Vinci,达芬奇
だぶだぶ,,（衣服）又肥又大，肥大，（人）肥胖，肌肉松弛，肥肥胖胖
ダブル,double,双，双重，二重，双人用，两倍；（网球，兵乓球）双打；双（份）
ダブる,double,重复；留级；双杀，并杀
たぶん,多分,大概，或许，恐怕
たべもの,食べ物,吃的东西，食品
たべる,食べる,吃，生活
たほう,他方,他方，另一方向，其它方面，另一方面
たぼう,多忙,百忙，繁忙，很忙，忙碌
たま,偶,偶然，偶尔，难得，稀少
たま,球,球，台球，钢球，电灯泡
たま,弾,子弹，炮弹，弹丸，书钉
たま,玉,玉，宝石；球，珠；圆球，电灯泡，泡（儿），镜片；子弹
たまう,賜う,给，赐予
たまう,給う,〔尊敬语〕对对方动作的尊敬
たまご,卵,（鸟，虫，鱼等的）卵；蛋，子，鸡蛋；未成熟者，幼稚
たましい,魂,魂，灵魂，魂魄，精神
だます,騙す,骗，诓骗，欺骗，蒙骗，哄（孩子）
たまたま,偶々,（偶偶）偶然，碰巧，无意中；偶尔
たまに,偶に,偶尔，偶然，有时候
たまらない,堪らない,难以形容，不得了，难堪，忍受不了，难于忍受的，受不了的
たまり,溜まり,积存，积存处，聚集的地方，集中处
たまる,溜まる,（溜る）积压，停滞；积存，积攒
だまる,黙る,不说话，不作声，沉默，缄默，沉默无言，不理不问
たまわる,賜る,蒙受赏赐，赐，赐予，赏赐
ダム,dam,水坝，拦河坝，水库，堰堤
ため,為,为～利益，为～好处，为～益处，为，利益；目的；因为，由于
だめ,駄目,无用，无望；（表示禁止）不行，不可以；在终局时不属于任何一方的地方，空眼；白费
ためいき,溜め息,叹气，长吁短叹
ためいき,溜息,叹气，长吁短叹
ためし,試し,试，尝试，试验，验算
ためす,試す,试，试验，试试，尝试
ためらう,躊躇う,踌躇，犹豫
ためる,溜める,积，蓄，储，存（水），集（邮），赚（钱），积蓄；停滞
ためる,貯める,积，存，集，积赚，停滞，积压
たもつ,保つ,保持，维持，保，保住，支持
たやすい,容易い,容易的，轻易的
たよう,多様,多种多样，各式各样
たより,便り,消息，信息，音信，信
たより,頼り,依靠，依仗，仗恃；门路，关系；借助的东西，信赖，借助
たよる,頼る,依靠，仰仗，依仗，倚赖，依赖
だらしない,,不检点，散漫，放荡，没规矩
たり,,反复，例示
たりる,足りる,足，够；值得，可以；满足
たる,足る,满足，足以；足够；值得
だるい,,发倦，发酸，懒倦的，慵懒的
たるみ,弛み,松弛，松懈，弛缓
たるむ,弛む,松，松弛，弯曲，下沉；不振，松懈
だれ,誰,谁，某某
だれ～か,誰～か,谁
だれか,誰か,某人；有人
たれる,垂れる,悬垂，耷拉，滴，流，垂悬；悬挂；指示；留下
だれる,弛れる,松懈，倦怠，懒倦，厌烦，腻
タレント,talent,才能，才干，（电视，电影，广播等的）演员，表演者
タワー,tower,塔，塔楼，城楼
たをたがやす,田を耕す,耕田
だん,段,段，层，格，节，楼梯，台阶；（印刷品的）段，排，栏；（武术，围棋，象棋等）级
たんい,単位,单位；学分
たんいつ,単一,单一，单独；简单
たんか,担架,担架
たんか,短歌,短歌，三十一字（五，七，五，七，七）的日本诗歌
だんかい,段階,阶段，梯级；阶段，步骤，地步，时期；等级
だんかいにおうじる,段階に応じる,按照阶段
たんき,短期,短期
たんき,短気,性急，性情急躁，没耐性
たんきゅうしん,探究心,探索精神
だんけつ,団結,团结
たんけん,探検,探险，探索，探查
だんげん,断言,断言，断定
たんご,単語,词，词汇，单词，单字
たんこう,炭鉱,煤矿，煤井
だんし,男子,男孩子，男子，男性，男子汉
たんしゅく,短縮,缩短，缩减
たんじゅん,単純,单纯，简单
たんしょ,短所,短处，缺点
たんじょう,誕生,出生，诞生；成立，创办
たんじょうび,誕生日,生日
たんじょうをいわう,誕生を祝う,祝贺诞生
たんす,箪笥,衣橱，衣柜
ダンス,dance,跳舞，交际舞
たんすい,淡水,淡水
だんすい,断水,断水，停水
たんすう,単数,一，一个，单数
だんせい,男性,男性，男子
だんせいにむいている,男性に向いている,适合男性
だんぜん,断然,断然，坚决，毅然，断乎，决然；绝对，一定
たんそ,炭素,碳
たんだい,短大,短期大学
だんたい,団体,团体，集体
だんだん,段段,楼梯，台阶；一样一样，一桩一桩，一条条；渐渐
だんだん,段々,楼梯，台阶，一样一样，一桩一桩，一条条
だんち,団地,住宅区，住宅新村，（居民）楼群区
たんちょう,単調,单调，平庸，无变化，无抑扬顿挫，平淡，没有变化
だんてい,断定,断定，判断，判定，肯定
たんとう,担当,担任，担当，担负
たんどく,単独,单独，独自，单身
だんな,旦那,施主，檀越，主人，老爷；（妻称丈夫）丈夫，先生；（买卖人指男客）主顾
たんなる,単なる,仅，只
たんに,単に,仅仅，单单，只是，仅，只，单
たんねん,丹念,精心，细心，仔细，细致
たんぱ,短波,短波
たんぱくしつ,蛋白質,蛋白质，朊
ダンプ,dump,清除，（内存信息）转储（方法），切断电源；有倾倒台的货车，自卸车
ダンプカー,dump car,翻斗车，自动卸货卡车，倾倒车
たんぺん,短編,短篇，短篇小说，短编
たんぼ,田んぼ,田地；庄稼地
たんぼ,田圃,水田，田地，庄稼地
だんぼう,暖房,供暖，暖气设备，取暖（设备）
だんめん,断面,断面，截面，剖面
だんりょく,弾力,弹力，弹性，伸缩力
ち,地,地，大地，地球，土；地表，地上；地方，地点
ち,血,血，血液；血统，血缘，血脉
ちあん,治安,治安
ちい,地位,地位，级别，职位
ちいき,地域,地域，地区
ちいさい,小さい,小的，微少的，轻微；幼小的；琐细的，不重要的；细小的，零碎的
チーズ,cheese,（チッズ？）干酪，乳酪，奶酪
チーム,team,组，团体，队，（球）队，队（伍），团队，小组
チームワーク,teamwork,（队员之间的）合作，配合，协作，协同
ちえ,知恵,智慧，智能，主意，思想，脑筋
チェック,check,（国际象棋中的）将军；支票；方格花纹，格子，花格；（衣服等的）号码单，号牌；校对记号，查对标记；核对，查对，检查；阻止，抑制
チェックする,check,查对，检查
チェンジ,change,交换，兑换；更换
ちか,地下,地下，阴间，黄泉
ちかい,近い,近的，接近的，靠近的，靠，挨近的；近似的，相似的，近乎～的；（血统）近的，亲近的，密切的；近视的
ちがい,違い,差，差异，差别，区别；差错，错误
ちがいない,違いない,对的，没错的
ちかう,誓う,起誓，发誓，立誓，宣誓
ちがう,違う,不同，不一样；错误；不符，不对头，不一，不对；违背，相反
ちがえる,違える,违反，违背，使不一致，使有差别；弄错；扭（筋）
ちかく,近く,近处，近旁，附近；近；不久
ちかごろ,近ごろ,近来，近日，这些日子
ちかごろ,近頃,近来，近日，这些日子
ちかすい,地下水,地下水
